wl_home,fga_home,fg_pct_home,fg3a_home,fg3_pct_home,fta_home,ft_pct_home,oreb_home,dreb_home,stl_home,blk_home,tov_home,fga_away,fg_pct_away,fg3a_away,fg3_pct_away,fta_away,ft_pct_away,oreb_away,dreb_away,stl_away,blk_away,tov_away
W,94,0.447,40,0.25,29,0.931,16,31,7,3,11,80,0.463,31,0.226,41,0.756,12,31,6,6,15
W,90,0.556,37,0.432,20,0.75,10,36,3,5,7,92,0.457,29,0.414,20,0.8,11,27,3,1,6
W,93,0.559,36,0.417,17,0.765,15,29,10,6,19,88,0.432,30,0.367,36,0.722,14,25,13,4,16
W,85,0.506,31,0.387,15,0.867,9,41,3,13,19,98,0.327,43,0.279,23,0.739,21,27,7,5,17
L,88,0.477,25,0.4,26,0.769,14,27,11,5,14,87,0.517,36,0.333,21,0.857,10,30,10,4,15
W,88,0.5,33,0.212,27,0.704,15,31,8,3,14,79,0.468,30,0.333,22,0.864,7,26,10,4,15
W,84,0.488,30,0.4,20,0.95,8,44,5,5,17,86,0.43,47,0.383,21,0.619,7,34,9,1,13
W,88,0.443,26,0.231,23,0.87,11,43,8,2,18,83,0.386,30,0.2,30,0.833,9,36,10,5,17
L,79,0.418,28,0.357,24,0.792,9,36,3,5,17,85,0.435,34,0.353,26,0.769,11,35,8,2,9
W,90,0.433,36,0.278,36,0.806,8,30,9,1,11,88,0.489,39,0.359,20,0.6,8,42,4,2,21
L,109,0.468,28,0.286,11,0.818,17,37,5,5,11,94,0.468,39,0.436,24,0.833,13,34,5,6,13
W,81,0.506,33,0.364,26,0.769,6,35,10,7,15,88,0.455,32,0.313,17,0.647,8,35,7,2,16
L,87,0.506,27,0.259,18,0.889,6,29,5,8,15,84,0.5,19,0.158,36,0.778,13,37,8,5,16
W,73,0.493,21,0.381,21,0.667,4,45,1,6,19,85,0.376,42,0.262,19,0.632,4,25,14,4,6
W,76,0.526,39,0.436,35,0.857,2,22,12,4,9,86,0.535,26,0.423,20,0.85,12,30,4,1,18
L,91,0.374,40,0.25,24,0.708,20,22,10,3,11,75,0.533,34,0.324,25,0.56,8,37,5,4,18
L,111,0.45,45,0.4,19,0.737,16,39,9,9,13,106,0.472,36,0.472,22,0.864,11,44,8,7,17
L,98,0.48,37,0.324,23,0.696,13,26,8,2,12,98,0.51,32,0.438,13,0.769,18,35,4,2,20
L,78,0.526,27,0.333,32,0.813,8,30,4,6,19,97,0.485,35,0.457,20,0.95,10,26,10,3,11
W,88,0.534,46,0.391,21,0.762,8,35,5,4,13,89,0.416,33,0.212,40,0.775,15,33,7,3,10
W,102,0.412,44,0.341,20,0.85,22,28,12,9,13,84,0.44,35,0.257,31,0.839,16,33,9,7,16
W,87,0.483,34,0.412,20,0.7,11,44,11,5,15,87,0.322,43,0.279,26,0.654,11,35,5,4,15
L,96,0.469,42,0.333,19,0.789,11,33,9,5,18,88,0.489,28,0.429,26,0.923,11,36,10,7,22
W,72,0.444,28,0.429,24,0.833,12,29,7,3,22,80,0.438,29,0.345,19,0.737,14,20,13,5,14
L,82,0.524,33,0.364,18,0.611,10,28,14,5,24,88,0.534,24,0.333,20,0.65,8,32,14,7,22
W,88,0.5,38,0.368,21,0.667,8,40,5,4,15,91,0.407,40,0.35,29,0.862,9,34,9,0,11
W,80,0.388,32,0.375,31,0.839,15,33,5,6,16,73,0.438,19,0.316,22,0.818,6,31,8,5,15
L,81,0.469,41,0.268,24,0.833,4,35,7,8,18,89,0.438,48,0.396,25,0.92,9,34,13,2,19
L,84,0.476,39,0.359,15,0.867,5,27,11,2,12,72,0.528,37,0.432,21,0.857,4,33,7,2,19
L,101,0.416,32,0.156,16,0.688,17,28,8,7,11,80,0.525,19,0.263,30,0.633,10,37,2,6,15
W,86,0.5,48,0.458,23,0.913,10,35,6,8,17,97,0.495,34,0.412,17,0.706,13,30,7,4,10
W,95,0.558,38,0.421,22,0.773,10,31,10,7,15,82,0.488,24,0.375,30,0.9,7,26,7,5,16
L,82,0.549,25,0.48,31,0.806,11,26,7,4,20,87,0.529,48,0.5,25,0.72,14,26,9,6,22
L,91,0.451,44,0.341,14,0.643,8,37,4,4,11,82,0.463,37,0.324,28,0.75,7,38,5,6,15
W,99,0.465,29,0.379,17,0.824,12,36,11,3,12,87,0.414,40,0.325,16,0.813,6,35,5,9,19
W,80,0.525,28,0.321,22,0.818,9,40,7,7,22,85,0.424,28,0.321,22,0.727,5,26,10,7,15
W,93,0.419,33,0.273,33,0.758,16,42,6,9,16,102,0.402,33,0.303,17,0.647,16,30,9,11,10
W,79,0.506,38,0.447,28,0.786,4,27,8,2,9,83,0.518,33,0.485,21,0.714,10,38,6,2,17
L,87,0.494,33,0.242,13,0.615,4,28,11,2,14,75,0.467,40,0.375,26,0.962,7,35,5,4,21
W,103,0.427,37,0.27,20,0.75,23,29,11,10,9,88,0.455,36,0.361,13,0.846,15,31,5,10,17
L,87,0.46,27,0.296,21,0.571,10,33,4,4,17,84,0.44,32,0.25,36,0.889,9,39,7,6,14
W,91,0.429,29,0.31,20,0.8,12,38,8,2,11,96,0.427,41,0.195,10,0.7,15,34,5,5,10
W,80,0.613,33,0.455,20,0.8,9,27,11,5,24,84,0.476,38,0.421,31,0.677,12,21,10,0,23
W,103,0.456,36,0.25,25,0.84,12,38,12,8,13,108,0.435,23,0.304,28,0.714,19,40,8,6,16
W,90,0.422,47,0.362,17,0.882,18,37,7,6,19,84,0.429,35,0.343,16,0.625,9,29,6,3,16
L,90,0.511,27,0.407,16,0.938,12,32,6,4,14,88,0.534,51,0.529,12,1,8,26,5,2,13
L,92,0.543,23,0.174,20,0.95,7,41,8,4,18,93,0.505,40,0.375,26,0.654,6,30,5,4,14
L,86,0.372,42,0.333,23,0.696,13,37,3,6,15,84,0.393,36,0.333,22,0.909,9,32,8,10,11
W,87,0.609,29,0.517,10,0.5,10,37,10,0,18,80,0.488,30,0.4,19,0.579,6,22,8,3,15
W,82,0.427,30,0.367,28,0.75,11,33,7,14,14,79,0.38,15,0.467,24,0.625,8,32,5,7,18
L,83,0.361,34,0.235,22,0.818,7,32,4,3,13,90,0.556,28,0.5,14,1,7,41,8,7,9
L,88,0.477,31,0.387,18,0.556,6,29,7,2,13,80,0.525,33,0.455,19,0.737,3,41,6,5,16
L,83,0.482,26,0.423,28,0.893,9,31,6,6,11,103,0.505,40,0.425,10,0.9,15,33,8,3,8
W,83,0.494,31,0.29,39,0.821,7,32,5,7,14,83,0.518,28,0.393,25,0.88,4,33,8,5,17
L,92,0.424,41,0.268,17,0.765,10,37,2,4,16,85,0.482,38,0.447,28,0.571,7,44,7,2,13
W,98,0.51,36,0.444,18,0.778,18,42,6,10,19,86,0.384,27,0.296,31,0.806,12,29,11,7,18
L,83,0.434,34,0.412,21,0.952,13,26,8,4,17,85,0.506,23,0.435,15,0.8,11,31,6,3,18
W,81,0.506,29,0.414,29,0.69,9,28,10,2,16,71,0.493,32,0.375,25,0.92,3,26,7,1,23
W,77,0.506,34,0.353,25,0.84,6,25,12,3,19,88,0.443,34,0.324,25,0.84,18,26,10,4,19
W,80,0.463,39,0.308,23,0.652,5,37,7,5,19,81,0.383,39,0.282,26,1,8,34,10,2,19
L,98,0.378,47,0.277,21,0.81,13,31,12,8,15,80,0.463,33,0.273,27,0.852,10,40,5,8,22
L,83,0.373,37,0.351,15,0.867,9,25,10,6,19,81,0.543,26,0.423,16,0.813,10,37,5,13,19
L,93,0.484,29,0.207,19,0.737,10,30,9,5,10,84,0.536,31,0.581,16,0.875,8,39,5,2,20
W,78,0.538,30,0.433,46,0.717,11,35,9,6,19,97,0.515,43,0.442,15,0.667,9,26,5,3,14
L,84,0.464,36,0.528,20,0.7,6,26,3,1,8,78,0.577,21,0.238,32,0.813,7,36,4,9,8
W,98,0.459,36,0.278,23,0.87,11,45,6,8,18,102,0.461,25,0.32,21,0.714,11,40,10,5,14
L,88,0.42,38,0.289,21,0.762,16,34,9,5,19,84,0.488,33,0.364,19,0.789,9,34,10,6,15
L,89,0.404,33,0.394,26,0.808,16,30,5,3,20,83,0.458,28,0.464,27,0.815,10,36,7,5,15
L,90,0.411,36,0.278,20,0.75,12,40,3,9,17,107,0.411,34,0.353,16,0.75,17,34,11,4,9
W,84,0.5,38,0.289,15,0.533,7,30,9,4,12,84,0.464,30,0.333,14,0.857,12,28,6,1,17
W,88,0.432,31,0.452,18,0.889,11,40,6,9,20,92,0.391,32,0.219,16,0.563,13,34,12,12,17
W,100,0.42,39,0.282,24,0.792,9,42,6,4,11,93,0.409,41,0.268,27,0.963,8,44,5,9,14
W,92,0.467,38,0.263,24,0.833,15,37,17,5,16,79,0.418,31,0.355,15,0.933,2,33,7,3,21
W,89,0.494,34,0.324,13,0.846,9,37,5,5,11,86,0.477,36,0.361,14,0.857,4,35,4,3,12
L,94,0.394,43,0.326,14,0.857,13,33,3,6,23,106,0.538,33,0.424,16,0.938,9,41,16,6,11
W,89,0.461,43,0.395,22,0.773,7,27,9,8,11,87,0.425,34,0.382,24,0.833,10,32,5,4,18
W,95,0.474,34,0.294,20,0.8,8,28,13,9,17,87,0.448,29,0.345,20,1,12,37,7,10,25
L,74,0.486,32,0.375,19,0.789,4,34,4,7,18,89,0.438,30,0.4,21,0.857,11,33,8,4,10
W,88,0.455,42,0.381,20,1,9,30,7,3,15,84,0.464,49,0.367,17,0.765,10,31,8,5,20
W,92,0.5,34,0.412,40,0.825,12,32,13,9,7,84,0.464,29,0.379,25,0.8,7,30,1,4,18
W,80,0.538,30,0.367,20,0.95,6,33,11,9,20,87,0.471,39,0.282,23,0.696,10,28,11,5,24
W,89,0.472,47,0.404,22,0.818,11,37,10,6,16,92,0.413,26,0.231,42,0.548,18,34,8,4,16
W,87,0.437,40,0.275,29,0.793,14,36,5,5,16,92,0.446,29,0.276,21,0.857,13,30,9,3,12
W,87,0.425,36,0.25,17,0.706,8,38,7,10,14,88,0.386,28,0.286,23,0.739,7,37,9,8,15
L,81,0.469,25,0.4,26,0.962,9,32,8,4,16,83,0.554,30,0.4,20,0.7,4,33,14,3,14
L,84,0.512,29,0.483,14,0.571,6,32,11,6,21,85,0.435,44,0.386,28,0.857,10,32,8,4,19
W,89,0.461,50,0.46,19,0.842,10,33,3,5,14,92,0.489,27,0.37,16,0.5,12,33,9,2,14
W,83,0.482,33,0.424,38,0.895,12,35,4,3,16,92,0.424,39,0.308,25,0.96,13,29,8,4,15
W,84,0.536,40,0.3,30,0.733,10,26,9,8,12,87,0.437,34,0.324,26,0.846,17,32,7,1,15
W,79,0.456,47,0.447,20,0.95,4,43,4,5,14,98,0.388,32,0.219,16,0.688,15,36,5,6,10
W,96,0.479,30,0.433,20,0.8,13,38,5,5,9,96,0.427,40,0.375,18,0.722,13,35,3,8,9
W,83,0.494,35,0.314,28,0.75,5,32,10,1,4,81,0.457,29,0.379,27,0.741,11,36,2,5,12
L,86,0.419,39,0.282,13,0.615,8,31,3,6,15,93,0.495,36,0.417,8,0.625,12,38,9,1,13
W,86,0.419,40,0.4,25,0.76,14,38,6,7,20,99,0.404,29,0.138,20,0.7,16,29,11,7,11
W,102,0.422,31,0.323,31,0.774,15,40,2,2,10,100,0.44,44,0.295,16,0.75,10,39,8,6,10
W,92,0.489,36,0.389,29,0.655,14,35,8,5,12,94,0.479,29,0.448,15,0.8,12,30,5,2,13
W,76,0.553,31,0.452,29,0.724,6,37,1,6,21,89,0.427,28,0.393,31,0.839,9,25,7,3,9
L,80,0.45,31,0.355,29,0.897,9,31,7,3,18,79,0.494,29,0.483,27,0.815,8,33,8,6,19
W,87,0.517,44,0.432,20,0.75,10,24,8,6,20,88,0.568,27,0.444,15,0.733,10,30,11,5,20
L,95,0.4,40,0.2,34,0.794,12,37,8,5,16,89,0.494,25,0.2,31,0.774,9,38,9,6,15
L,82,0.5,39,0.359,26,0.769,6,28,6,9,9,94,0.426,46,0.5,26,0.846,17,36,7,1,12
W,99,0.414,40,0.325,24,0.667,14,35,13,8,10,89,0.416,29,0.31,27,0.704,12,43,8,5,22
W,86,0.535,38,0.421,26,0.808,8,34,7,3,21,99,0.475,27,0.333,26,0.808,15,27,13,3,13
W,85,0.459,37,0.459,34,0.647,17,41,2,4,12,91,0.418,39,0.256,19,0.789,8,30,7,8,10
W,85,0.494,37,0.27,26,0.731,5,43,8,5,12,86,0.384,38,0.289,24,0.667,10,37,3,4,15
L,82,0.512,33,0.394,32,0.813,5,29,9,2,19,87,0.517,35,0.457,34,0.765,9,33,5,2,16
L,86,0.477,30,0.4,28,0.821,9,29,5,3,13,81,0.506,29,0.517,33,0.909,5,36,4,7,14
W,92,0.522,33,0.303,20,0.9,14,33,7,7,12,86,0.442,37,0.405,22,0.909,9,24,10,1,14
W,90,0.533,35,0.371,20,0.8,11,34,9,6,16,94,0.426,38,0.368,21,0.81,13,26,10,6,17
L,86,0.43,32,0.219,38,0.816,14,28,2,4,11,97,0.567,29,0.414,18,0.778,10,35,5,8,7
L,86,0.384,39,0.231,24,0.625,15,30,9,5,17,82,0.524,38,0.421,11,0.909,7,34,11,6,15
W,109,0.385,45,0.289,27,0.815,19,41,8,8,7,93,0.398,35,0.343,32,0.688,13,41,6,5,13
L,93,0.462,35,0.343,30,0.9,13,32,10,6,15,81,0.506,40,0.5,35,0.771,7,30,8,4,18
L,83,0.482,38,0.316,22,0.818,9,31,5,2,13,92,0.533,33,0.424,18,0.722,11,32,5,3,14
W,92,0.5,46,0.391,15,0.867,16,34,4,2,21,88,0.443,43,0.326,22,0.818,8,23,16,5,12
W,95,0.495,38,0.447,8,0.875,13,23,10,4,12,82,0.537,28,0.321,18,0.722,10,34,6,5,20
W,97,0.536,30,0.367,22,0.864,12,34,5,11,16,99,0.495,31,0.419,30,0.667,9,33,9,5,15
W,84,0.548,37,0.432,14,0.786,6,33,9,5,9,79,0.506,36,0.444,19,0.684,4,30,6,2,13
W,90,0.422,45,0.289,30,0.667,11,42,11,5,16,94,0.383,40,0.275,24,0.75,14,35,7,2,19
L,78,0.436,37,0.324,26,0.692,11,27,9,4,19,87,0.506,38,0.395,19,0.842,15,31,13,2,18
W,92,0.457,34,0.265,21,0.81,9,45,12,5,11,90,0.444,30,0.267,16,0.688,7,40,8,4,14
W,87,0.414,33,0.303,30,0.7,12,31,6,3,13,81,0.432,24,0.25,21,0.762,10,33,6,6,17
W,80,0.65,34,0.588,16,0.625,0,30,9,6,17,95,0.453,36,0.444,22,0.909,14,27,6,2,16
W,88,0.443,36,0.278,29,0.759,14,40,8,12,19,86,0.395,27,0.259,30,0.8,7,30,7,6,14
W,87,0.494,30,0.533,24,0.917,9,35,10,5,18,86,0.43,40,0.4,24,0.792,6,32,5,12,20
L,91,0.462,32,0.438,22,0.682,10,30,4,6,14,91,0.495,22,0.364,25,0.8,10,36,6,12,12
W,76,0.579,27,0.444,18,0.722,4,22,7,3,14,82,0.5,39,0.308,24,0.708,11,26,8,5,12
W,92,0.511,29,0.414,34,0.824,14,34,8,4,14,91,0.451,35,0.286,17,0.765,10,30,7,7,16
W,85,0.518,33,0.303,26,0.846,9,38,7,7,12,88,0.409,28,0.286,25,0.76,11,30,6,1,13
W,110,0.382,30,0.133,25,0.8,21,39,12,8,6,83,0.422,31,0.323,18,0.778,7,40,5,14,19
W,80,0.475,43,0.442,28,0.893,7,32,8,7,8,90,0.422,44,0.273,23,0.783,14,33,3,4,13
W,93,0.462,37,0.297,25,0.72,18,32,7,3,14,86,0.419,35,0.2,27,0.852,13,28,6,4,13
L,83,0.349,34,0.235,27,0.889,8,38,5,3,12,86,0.395,32,0.438,20,0.8,10,42,6,6,12
W,87,0.483,21,0.476,29,0.897,14,46,4,6,14,100,0.37,48,0.375,12,0.833,14,31,5,7,11
W,94,0.5,34,0.471,31,0.774,12,26,7,3,9,87,0.54,29,0.31,26,0.808,9,26,4,7,11
L,86,0.442,31,0.258,24,0.917,10,40,7,5,16,105,0.457,37,0.324,13,0.538,14,36,11,0,13
W,83,0.578,35,0.457,31,0.742,9,36,3,6,10,91,0.495,31,0.387,14,0.571,10,28,4,1,8
W,90,0.422,35,0.314,32,0.844,17,30,7,7,16,93,0.473,32,0.344,16,0.563,18,31,8,10,20
L,94,0.436,41,0.22,21,0.714,11,31,7,4,11,88,0.523,34,0.294,22,0.636,12,42,9,3,15
L,82,0.439,32,0.281,20,0.7,9,34,10,0,15,93,0.462,42,0.357,12,0.917,13,36,5,3,13
L,92,0.446,33,0.182,20,0.8,10,30,9,9,13,84,0.44,27,0.37,27,0.815,13,39,6,5,19
L,95,0.411,35,0.229,28,0.821,16,29,8,9,12,90,0.522,26,0.423,30,0.7,14,38,7,6,14
L,102,0.471,27,0.296,22,0.773,14,31,8,6,17,98,0.439,38,0.342,28,0.821,15,29,13,6,17
W,87,0.517,33,0.424,36,0.722,6,31,7,5,13,100,0.47,43,0.256,25,0.8,13,38,10,2,16
W,96,0.427,33,0.394,25,0.88,16,32,10,5,13,87,0.494,28,0.429,15,0.6,4,31,9,4,20
W,90,0.5,39,0.436,36,0.833,15,37,7,7,15,79,0.43,33,0.273,24,0.792,6,23,4,8,18
L,84,0.405,29,0.241,25,0.84,10,25,12,7,10,85,0.565,27,0.593,18,0.889,8,40,4,5,18
L,84,0.44,31,0.323,28,0.75,12,28,6,5,12,89,0.483,38,0.421,15,0.8,12,31,5,7,14
W,85,0.565,31,0.516,21,0.619,8,39,6,10,16,93,0.387,37,0.432,22,0.773,15,32,9,6,14
L,95,0.474,34,0.441,23,0.652,12,36,5,7,9,87,0.483,47,0.404,28,0.821,7,30,5,6,8
W,103,0.437,42,0.381,24,0.75,20,39,7,15,11,95,0.389,42,0.429,30,0.767,17,36,5,3,14
L,85,0.471,35,0.4,26,0.577,9,30,5,5,12,81,0.506,22,0.409,22,0.909,5,35,8,3,13
W,85,0.494,38,0.526,31,0.581,9,37,5,6,18,94,0.447,38,0.395,23,0.783,10,37,10,5,13
W,76,0.5,30,0.367,27,0.926,6,38,2,2,16,87,0.425,39,0.359,28,0.75,8,29,9,5,6
L,93,0.473,35,0.457,30,0.6,13,32,4,6,14,98,0.459,42,0.452,29,0.69,17,33,8,10,12
W,80,0.475,35,0.371,29,0.69,13,31,3,13,13,84,0.488,28,0.393,18,0.667,8,33,9,4,15
W,82,0.439,29,0.345,36,0.861,13,35,8,5,21,94,0.457,27,0.37,21,0.714,9,32,14,1,17
L,107,0.458,33,0.333,23,0.739,21,39,5,7,20,111,0.441,50,0.4,21,0.667,19,35,11,8,13
W,89,0.449,31,0.419,16,0.938,9,37,10,2,17,80,0.413,34,0.235,30,0.8,10,34,9,7,19
L,88,0.477,44,0.341,27,0.889,7,28,10,3,19,86,0.535,34,0.441,25,0.84,12,29,10,2,20
L,104,0.49,35,0.314,22,0.955,14,28,8,6,16,81,0.543,31,0.548,44,0.727,7,30,9,4,17
L,97,0.454,34,0.382,14,0.786,11,26,9,4,14,89,0.472,22,0.364,37,0.865,15,38,9,7,16
W,95,0.526,38,0.421,22,0.636,11,39,4,6,12,90,0.433,36,0.25,32,0.594,13,36,6,2,15
L,92,0.457,26,0.308,15,0.8,11,25,8,3,10,79,0.519,33,0.424,15,1,12,31,4,11,20
W,80,0.513,26,0.385,11,0.909,5,34,8,8,17,79,0.418,27,0.259,33,0.818,10,28,8,3,13
L,83,0.434,24,0.208,13,0.846,6,38,6,5,10,84,0.405,42,0.31,14,0.643,7,41,4,6,14
L,94,0.351,45,0.2,26,0.846,8,30,13,5,10,80,0.463,29,0.31,31,0.645,10,48,7,7,23
W,94,0.426,38,0.368,24,0.792,12,29,11,4,13,86,0.488,30,0.367,19,0.737,10,38,5,5,18
W,83,0.506,38,0.421,31,0.742,11,32,10,1,20,83,0.482,22,0.227,18,0.944,10,25,10,3,21
L,89,0.449,33,0.303,24,0.75,9,30,10,10,16,102,0.49,26,0.462,25,0.72,21,40,9,4,13
L,97,0.402,42,0.357,21,0.667,12,30,7,5,15,92,0.457,31,0.355,24,0.792,14,39,5,10,17
L,85,0.459,44,0.386,19,0.684,4,37,8,5,16,88,0.443,28,0.393,33,0.788,11,33,11,2,11
W,85,0.471,22,0.364,22,0.864,8,32,4,5,12,75,0.467,35,0.4,34,0.618,5,35,6,4,12
L,99,0.404,34,0.206,21,0.714,14,30,8,8,15,94,0.511,29,0.448,23,0.87,14,37,7,10,15
W,94,0.415,38,0.263,33,0.818,14,41,6,5,14,99,0.384,45,0.311,22,0.818,16,41,6,6,14
W,86,0.419,30,0.433,32,0.719,12,29,15,4,13,77,0.494,28,0.357,23,0.826,6,32,5,5,17
W,108,0.389,50,0.34,23,0.609,20,44,6,7,14,109,0.404,37,0.243,18,0.833,18,36,7,5,12
L,80,0.463,28,0.429,28,0.786,8,38,6,2,19,93,0.441,36,0.361,28,0.75,12,34,12,6,15
W,90,0.5,25,0.28,24,0.833,4,34,12,5,9,98,0.429,35,0.257,15,0.933,15,39,4,3,16
W,82,0.561,35,0.343,28,0.786,6,30,8,3,11,80,0.5,34,0.382,28,0.857,4,27,8,3,14
W,99,0.455,45,0.356,23,0.739,11,37,11,4,18,94,0.426,40,0.25,25,0.76,9,39,12,4,22
W,94,0.489,41,0.488,29,0.724,14,41,11,1,17,81,0.358,33,0.242,31,0.645,6,31,8,4,23
L,92,0.435,42,0.238,26,0.846,9,32,11,3,16,75,0.507,31,0.29,41,0.829,6,38,5,2,19
W,95,0.484,28,0.357,23,0.783,11,39,8,5,10,87,0.483,39,0.333,21,0.667,6,37,7,4,14
L,91,0.451,26,0.231,17,0.765,12,40,6,3,23,85,0.447,47,0.362,33,0.667,6,30,17,8,13
L,82,0.439,33,0.212,34,0.676,4,42,10,5,16,88,0.42,35,0.4,28,0.857,5,41,10,4,16
W,108,0.454,29,0.241,41,0.78,23,34,7,7,12,91,0.44,54,0.352,40,0.875,13,31,3,3,19
L,95,0.442,41,0.293,24,0.75,15,23,7,8,9,87,0.483,39,0.462,22,0.909,12,39,4,4,19
W,96,0.427,33,0.242,20,0.75,19,47,6,6,15,87,0.379,45,0.222,20,0.65,6,34,8,13,13
W,89,0.438,39,0.308,31,0.774,17,35,9,9,15,76,0.461,30,0.433,30,0.833,5,30,11,4,14
L,102,0.392,52,0.288,19,0.842,16,39,3,4,19,101,0.455,32,0.219,38,0.711,15,36,15,6,10
L,88,0.466,26,0.192,34,0.735,17,36,7,5,19,86,0.465,34,0.294,35,0.8,8,31,10,5,12
L,83,0.482,28,0.393,30,0.8,5,33,13,8,20,87,0.54,23,0.435,28,0.786,8,36,12,4,21
L,83,0.446,39,0.256,37,0.784,4,48,7,5,20,97,0.423,39,0.359,30,0.733,9,43,10,4,12
L,79,0.418,29,0.241,35,0.886,11,37,12,8,26,88,0.409,39,0.359,29,0.655,8,31,15,2,23
W,97,0.412,39,0.41,11,0.818,12,37,10,8,14,88,0.341,27,0.444,32,0.844,20,40,3,8,17
L,82,0.415,33,0.394,21,0.762,10,33,11,2,22,84,0.512,30,0.3,22,0.545,9,32,17,8,15
W,85,0.471,41,0.39,32,0.75,8,38,6,10,16,89,0.393,33,0.212,32,0.813,10,34,8,4,15
W,86,0.477,30,0.3,24,0.75,10,39,8,6,17,97,0.371,41,0.268,22,0.773,16,33,5,6,16
W,89,0.393,35,0.314,22,0.818,8,34,10,4,12,79,0.481,26,0.269,18,0.611,8,41,7,12,24
L,85,0.412,36,0.333,23,0.739,11,31,8,9,15,86,0.523,32,0.406,20,0.6,10,38,7,6,19
W,84,0.476,35,0.343,18,0.944,8,42,8,5,21,92,0.402,36,0.25,27,0.815,13,29,11,5,13
W,94,0.532,31,0.323,23,0.739,16,41,8,4,15,92,0.402,51,0.314,21,0.667,7,28,10,6,14
L,98,0.408,42,0.262,24,0.542,17,37,8,6,16,88,0.477,31,0.355,22,0.727,9,39,6,9,17
W,92,0.5,42,0.405,26,0.846,15,34,11,5,14,83,0.386,25,0.28,37,0.73,15,28,6,4,18
L,84,0.464,18,0.278,26,0.923,14,30,5,5,18,93,0.484,31,0.387,19,0.737,11,25,10,6,12
W,82,0.451,33,0.333,36,0.611,10,30,9,3,12,82,0.427,37,0.324,28,0.821,9,34,7,5,14
W,94,0.404,51,0.392,26,0.846,13,31,12,3,16,91,0.451,43,0.372,17,0.706,14,35,9,6,25
L,78,0.436,21,0.238,37,0.649,13,36,4,6,18,91,0.44,40,0.425,18,0.889,11,34,12,6,11
W,89,0.506,45,0.467,23,0.652,13,34,11,7,20,72,0.403,29,0.345,31,0.839,6,23,9,4,22
W,87,0.586,44,0.477,25,0.84,17,40,7,2,18,87,0.437,25,0.4,18,0.611,7,17,9,4,8
L,93,0.366,49,0.265,21,0.762,10,38,9,4,17,91,0.44,39,0.385,19,0.842,11,48,9,7,21
L,88,0.477,39,0.333,34,0.706,11,34,10,3,19,90,0.5,39,0.436,18,0.944,8,30,6,5,17
L,86,0.465,43,0.372,22,0.955,7,38,9,7,20,95,0.495,37,0.351,14,0.857,6,36,12,5,16
L,96,0.354,37,0.216,31,0.71,15,32,16,4,14,85,0.506,32,0.406,19,0.842,5,47,5,3,24
L,74,0.446,42,0.357,35,0.8,9,33,7,3,22,88,0.5,31,0.484,18,0.833,6,30,7,1,12
W,85,0.447,24,0.333,34,0.676,10,37,10,5,16,85,0.365,49,0.286,31,0.806,9,36,3,5,22
L,102,0.382,37,0.27,22,0.682,17,35,11,8,10,89,0.438,44,0.432,17,0.882,11,46,7,5,20
W,83,0.602,28,0.536,18,0.889,5,27,10,6,14,88,0.466,34,0.412,21,0.81,12,28,7,4,19
L,81,0.432,47,0.362,22,0.818,3,32,6,5,14,85,0.459,35,0.343,24,0.833,13,39,10,3,18
L,75,0.453,33,0.303,45,0.667,14,36,9,3,22,87,0.425,52,0.346,22,0.864,10,29,12,5,19
W,87,0.437,31,0.387,37,0.757,15,37,11,1,17,83,0.434,34,0.176,38,0.579,12,28,11,9,19
W,100,0.44,42,0.405,27,0.963,10,33,9,5,10,92,0.446,33,0.394,26,0.731,11,36,5,10,19
W,67,0.687,17,0.529,47,0.787,6,34,12,12,21,81,0.358,25,0.24,33,0.636,13,17,12,1,22
L,76,0.447,31,0.419,26,0.692,5,37,7,3,21,81,0.444,37,0.243,27,0.778,8,35,12,7,17
L,97,0.34,49,0.224,30,0.733,15,39,7,8,18,95,0.442,32,0.313,26,0.769,9,50,11,6,16
W,80,0.525,40,0.5,29,0.931,10,44,4,8,15,98,0.378,36,0.306,22,0.591,15,26,7,4,8
L,74,0.392,28,0.179,22,0.773,11,36,3,6,26,95,0.432,36,0.306,25,0.64,14,32,17,4,11
W,86,0.547,22,0.318,28,0.786,3,36,4,2,8,97,0.423,40,0.35,21,0.81,17,35,4,1,16
W,96,0.479,31,0.29,16,0.75,11,35,10,5,16,91,0.462,33,0.424,19,0.737,7,36,5,7,16
L,96,0.344,43,0.209,36,0.611,16,33,7,4,18,93,0.484,30,0.2,27,0.963,7,46,7,8,19
L,99,0.444,52,0.308,21,0.714,7,38,3,4,10,109,0.459,32,0.219,25,0.72,13,46,6,3,7
L,80,0.4,32,0.188,34,0.765,13,32,16,5,23,82,0.427,41,0.317,16,0.938,9,35,13,2,24
L,82,0.427,41,0.317,44,0.727,6,41,8,7,17,105,0.371,41,0.317,33,0.848,16,39,10,5,11
L,81,0.444,32,0.344,29,0.621,10,28,6,6,19,81,0.481,33,0.455,37,0.676,15,30,8,5,19
W,90,0.511,37,0.378,15,0.733,6,36,14,8,13,81,0.407,42,0.31,23,0.739,8,36,5,4,22
L,98,0.429,35,0.286,18,0.944,16,33,7,2,15,80,0.513,33,0.394,35,0.743,5,34,10,2,15
L,89,0.483,27,0.333,34,0.882,12,34,10,7,27,93,0.495,37,0.297,36,0.722,15,29,13,8,22
L,78,0.462,33,0.333,34,0.735,8,35,9,5,27,108,0.407,44,0.341,25,0.96,22,34,20,5,16
